Transcript_Id	Length	Source	evalue	Symbol	Blast_Symbol	Blast_Description	Target_Species
dd_Smed_v6_11266_0_1	2775	PLDB	2.00E-17	NP_055628.1	LRIG2 LIG-2 LIG2 UFS2	leucine-rich repeats and immunoglobulin like domains 2	Homo sapiens
dd_Smed_v6_11279_0_1	1660	PLDB	0	NP_057492.2	CDK5RAP1 C20orf34 C42 CGI-05 HSPC167	CDK5 regulatory subunit associated protein 1	Homo sapiens
dd_Smed_v6_11280_0_1	2134	PLDB	8.00E-23	XP_005271759.1	KIRREL3 KIRRE MRD4 NEPH2 PRO4502	kin of IRRE like 3 (Drosophila)	Homo sapiens
dd_Smed_v6_11285_0_1	2516	PLDB	2.00E-12	NP_068742.2	FGFRL1 FGFR5 FHFR	fibroblast growth factor receptor-like 1	Homo sapiens
dd_Smed_v6_112_0_1	607	PLDB	1.00E-08	NP_005498.1	CFL1 CFL HEL-S-15	cofilin 1 (non-muscle)	Homo sapiens
dd_Smed_v6_11303_0_1	768	PLDB	1.00E-43	NP_006806.1	TMED2 P24A RNP24 p24	transmembrane emp24 domain trafficking protein 2	Homo sapiens
dd_Smed_v6_11310_0_1	4798	PLDB	1.00E-92	NP_005226.1	ERBB4 ALS19 HER4 p180erbB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	Homo sapiens
dd_Smed_v6_11354_0_1	1735	PLDB	2.00E-07	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_11357_0_1	787	PLDB	1.00E-46	NP_008839.2	RAC1 Rac-1 TC-25 p21-Rac1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	Homo sapiens
dd_Smed_v6_11365_0_1	3218	PLDB	1.00E-101	NP_003316.3	HIRA DGCR1 TUP1 TUPLE1	histone cell cycle regulator	Homo sapiens
dd_Smed_v6_11370_0_1	1547	PLDB	6.00E-125	NP_149017.2	BBS4	Bardet-Biedl syndrome 4	Homo sapiens
dd_Smed_v6_11372_0_1	1818	PLDB	8.00E-154	NP_001275504.1	EYA1 BOP BOR BOS1 OFC1	EYA transcriptional coactivator and phosphatase 1	Homo sapiens
dd_Smed_v6_11409_0_1	4395	PLDB	2.00E-25	XP_005254470.1	NEO1 IGDCC2 NGN NTN1R2	neogenin 1	Homo sapiens
dd_Smed_v6_11425_0_1	4345	PLDB	2.00E-164	XP_005255926.1	RPGRIP1L CORS3 FTM JBTS7 MKS5 NPHP8 PPP1R134	RPGRIP1-like	Homo sapiens
dd_Smed_v6_11429_0_1	4068	PLDB	3.00E-109	NP_004841.2	ROCK2 ROCK-II	Rho associated coiled-coil containing protein kinase 2	Homo sapiens
dd_Smed_v6_11453_0_1	1686	PLDB	5.00E-94	XP_006721881.1	KAT2A GCN5 GCN5L2 PCAF-b hGCN5	lysine acetyltransferase 2A	Homo sapiens
dd_Smed_v6_11521_0_1	2532	PLDB	1.00E-34	NP_071758.1	LHX5	LIM homeobox 5	Homo sapiens
dd_Smed_v6_11544_0_1	2746	PLDB	9.00E-61	NP_570711.1	MEN1 MEAI SCG2	menin 1	Homo sapiens
dd_Smed_v6_11561_0_1	1949	PLDB	0	NP_002028.1	FYN SLK SYN p59-FYN	"FYN proto-oncogene, Src family tyrosine kinase"	Homo sapiens
dd_Smed_v6_1161_0_1	12897	PLDB	0	NP_114141.2	HMCN1 ARMD1 FBLN6 FIBL-6 FIBL6	hemicentin 1	Homo sapiens
dd_Smed_v6_11650_0_1	2332	PLDB	2.00E-109	NP_036325.2	FZD4 CD344 EVR1 FEVR FZD4S Fz-4 Fz4 FzE4 GPCR hFz4	frizzled class receptor 4	Homo sapiens
dd_Smed_v6_1166_0_1	516	PLDB	1.00E-60	NP_006510.1	DYNLT1 CW-1 TCTEL1 tctex-1	dynein light chain Tctex-type 1	Homo sapiens
dd_Smed_v6_11724_0_1	1421	PLDB	9.00E-40	NP_057457.1	WWOX D16S432E FOR FRA16D HHCMA56 PRO0128 SCAR12 SDR41C1 WOX1	WW domain containing oxidoreductase	Homo sapiens
dd_Smed_v6_11823_0_1	2367	PLDB	0	NP_003459.2	FZD5 C2orf31 HFZ5	frizzled class receptor 5	Homo sapiens
dd_Smed_v6_11826_0_1	6164	PLDB	0	NP_001258928.1	DOCK7 EIEE23 ZIR2	dedicator of cytokinesis 7	Homo sapiens
dd_Smed_v6_11876_0_1	5112	PLDB	0	NP_000205.1	JAG1 AGS AHD AWS CD339 HJ1 JAGL1	jagged 1	Homo sapiens
dd_Smed_v6_11912_0_1	3654	PLDB	0	NP_060732.2	IFT122 CED CED1 SPG WDR10 WDR10p WDR140	intraflagellar transport 122	Homo sapiens
dd_Smed_v6_11934_0_1	6056	PLDB	6.00E-66	NP_115618.3	PLXNA1 NOV NOVP PLEXIN-A1 PLXN1	plexin A1	Homo sapiens
dd_Smed_v6_11944_0_1	2231	PLDB	3.00E-116	NP_000118.2	EXT1 EXT LGCR LGS TRPS2 TTV	exostosin glycosyltransferase 1	Homo sapiens
dd_Smed_v6_11975_0_1	1921	PLDB	1.00E-99	NP_031400.2	SIX6 MCOPCT2 OPTX2 Six9	SIX homeobox 6	Homo sapiens
dd_Smed_v6_12027_0_1	1584	PLDB	7.00E-98	NP_055146.1	SLC7A11 CCBR1 xCT	solute carrier family 7 member 11	Homo sapiens
dd_Smed_v6_12068_0_1	985	PLDB	4.00E-12	NP_002693.3	POU6F1 BRN5 MPOU TCFB1	POU class 6 homeobox 1	Homo sapiens
dd_Smed_v6_12118_0_1	2787	PLDB	2.00E-38	XP_005271759.1	KIRREL3 KIRRE MRD4 NEPH2 PRO4502	kin of IRRE like 3 (Drosophila)	Homo sapiens
dd_Smed_v6_12133_0_1	2640	PLDB	5.00E-25	XP_005265291.1	PLXNB1 PLEXIN-B1 PLXN5 SEP	plexin B1	Homo sapiens
dd_Smed_v6_12169_0_1	1470	PLDB	3.00E-58	NP_002239.2	KCNN1 KCa2.1 SK1 SKCA1 hSK1	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1"	Homo sapiens
dd_Smed_v6_1218_0_1	1054	PLDB	1.00E-54	NP_006139.1	LASP1 Lasp-1 MLN50	LIM and SH3 protein 1	Homo sapiens
dd_Smed_v6_12242_0_1	1419	PLDB	1.00E-81	NP_004798.3	HS6ST1 HH15 HS6ST	heparan sulfate 6-O-sulfotransferase 1	Homo sapiens
dd_Smed_v6_12242_0_2	1374	PLDB	7.00E-85	NP_004798.3	HS6ST1 HH15 HS6ST	heparan sulfate 6-O-sulfotransferase 1	Homo sapiens
dd_Smed_v6_12262_0_1	833	PLDB	8.00E-11	NP_005441.1	NOG SYM1 SYNS1	noggin	Homo sapiens
dd_Smed_v6_12407_0_1	1889	PLDB	3.00E-155	XP_006710694.1	KCND3 KCND3L KCND3S KSHIVB KV4.3 SCA19 SCA22	"potassium voltage-gated channel, Shal-related subfamily, member 3"	Homo sapiens
dd_Smed_v6_1244_0_1	948	PLDB	2.00E-17	NP_001230807.1	FHL3 SLIM2	four and a half LIM domains 3	Homo sapiens
dd_Smed_v6_1251_0_1	741	PLDB	4.00E-15	NP_001230807.1	FHL3 SLIM2	four and a half LIM domains 3	Homo sapiens
dd_Smed_v6_12551_0_1	4135	PLDB	4.00E-48	NP_000050.2	BRCA2 BRCC2 BROVCA2 FACD FAD FAD1 FANCD FANCD1 GLM3 PNCA2	"breast cancer 2, early onset"	Homo sapiens
dd_Smed_v6_12571_0_1	4477	PLDB	1.00E-32	NP_002812.2	PTK7 CCK-4 CCK4	protein tyrosine kinase 7 (inactive)	Homo sapiens
dd_Smed_v6_12594_0_1	2712	PLDB	5.00E-69	NP_002949.2	RYK D3S3195 JTK5 JTK5A RYK1	receptor-like tyrosine kinase	Homo sapiens
dd_Smed_v6_1259_0_1	894	PLDB	8.00E-98	NP_000627.2	SOD2 IPOB MNSOD MVCD6	"superoxide dismutase 2, mitochondrial"	Homo sapiens
dd_Smed_v6_12621_0_1	3427	PLDB	0	NP_110406.1	KCNH6 ERG-2 ERG2 HERG2 Kv11.2 hERG-2	potassium voltage-gated channel subfamily H member 6	Homo sapiens
dd_Smed_v6_12653_0_1	1848	PLDB	0	NP_000808.2	GAD1 CPSQ1 GAD SCP	glutamate decarboxylase 1	Homo sapiens
dd_Smed_v6_12674_0_1	2309	PLDB	3.00E-19	NP_068742.2	FGFRL1 FGFR5 FHFR	fibroblast growth factor receptor-like 1	Homo sapiens
dd_Smed_v6_12674_0_2	2190	PLDB	3.00E-19	NP_068742.2	FGFRL1 FGFR5 FHFR	fibroblast growth factor receptor-like 1	Homo sapiens
dd_Smed_v6_12674_0_3	2143	PLDB	2.00E-19	NP_068742.2	FGFRL1 FGFR5 FHFR	fibroblast growth factor receptor-like 1	Homo sapiens
dd_Smed_v6_12978_0_1	2416	PLDB	1.00E-133	NP_150375.2	KCNH7 ERG3 HERG3 Kv11.3	potassium voltage-gated channel subfamily H member 7	Homo sapiens
dd_Smed_v6_12978_0_2	2368	PLDB	7.00E-134	NP_150375.2	KCNH7 ERG3 HERG3 Kv11.3	potassium voltage-gated channel subfamily H member 7	Homo sapiens
dd_Smed_v6_12978_0_3	2319	PLDB	2.00E-149	NP_150375.2	KCNH7 ERG3 HERG3 Kv11.3	potassium voltage-gated channel subfamily H member 7	Homo sapiens
dd_Smed_v6_12978_0_4	2271	PLDB	9.00E-150	NP_150375.2	KCNH7 ERG3 HERG3 Kv11.3	potassium voltage-gated channel subfamily H member 7	Homo sapiens
dd_Smed_v6_13010_0_1	2768	PLDB	4.00E-69	NP_001159490.1	POU6F2 RPF-1 WT5 WTSL	POU class 6 homeobox 2	Homo sapiens
dd_Smed_v6_13016_0_1	2178	PLDB	6.00E-30	XP_005261965.1	PLXNB2 MM1 Nbla00445 PLEXB2 dJ402G11.3	plexin B2	Homo sapiens
dd_Smed_v6_13019_0_1	6602	PLDB	1.00E-72	NP_056346.3	C2CD3	C2 calcium-dependent domain containing 3	Homo sapiens
dd_Smed_v6_1302_0_1	1242	PLDB	3.00E-160	NP_001527.3	PRMT1 ANM1 HCP1 HRMT1L2 IR1B4	protein arginine methyltransferase 1	Homo sapiens
dd_Smed_v6_1317_0_1	2179	PLDB	5.00E-68	NP_065825.1	MIB1 DIP-1 DIP1 LVNC7 MIB ZZANK2 ZZZ6	mindbomb E3 ubiquitin protein ligase 1	Homo sapiens
dd_Smed_v6_13215_0_1	1708	PLDB	7.00E-38	NP_003097.1	SOX2 ANOP3 MCOPS3	SRY-box 2	Homo sapiens
dd_Smed_v6_13309_0_1	2383	PLDB	2.00E-107	NP_067627.2	KCNN2 KCa2.2 SK2 SKCA2 SKCa 2 hSK2	potassium calcium-activated channel subfamily N member 2	Homo sapiens
dd_Smed_v6_13311_0_1	2041	PLDB	2.00E-32	XP_005270918.1	FRRS1 SDFR2 SDR2	ferric chelate reductase 1	Homo sapiens
dd_Smed_v6_13341_0_1	1886	PLDB	1.00E-33	NP_075044.2	BCL11A BCL11A-L BCL11A-S BCL11A-XL BCL11a-M CTIP1 EVI9 HBFQTL5 ZNF856	B-cell CLL/lymphoma 11A (zinc finger protein)	Homo sapiens
dd_Smed_v6_13356_0_1	1976	PLDB	2.00E-94	NP_036325.2	FZD4 CD344 EVR1 FEVR FZD4S Fz-4 Fz4 FzE4 GPCR hFz4	frizzled class receptor 4	Homo sapiens
dd_Smed_v6_13371_0_1	1851	PLDB	6.00E-43	NP_796372.1	LMX1A LMX1 LMX1.1	"LIM homeobox transcription factor 1, alpha"	Homo sapiens
dd_Smed_v6_13377_0_1	2010	PLDB	3.00E-49	NP_055512.1	NOS1AP 6330408P19Rik CAPON	nitric oxide synthase 1 (neuronal) adaptor protein	Homo sapiens
dd_Smed_v6_13396_0_1	1739	PLDB	2.00E-131	NP_002223.3	KCNA3 HGK5 HLK3 HPCN3 HUKIII KV1.3 MK3 PCN3	potassium voltage-gated channel subfamily A member 3	Homo sapiens
dd_Smed_v6_13658_0_1	1012	PLDB	2.00E-83	NP_620073.2	GNAO1 EIEE17 G-ALPHA-o GNAO	G protein subunit alpha o1	Homo sapiens
dd_Smed_v6_13707_0_1	2099	PLDB	9.00E-119	NP_002240.3	KCNN3 KCa2.3 SK3 SKCA3 hSK3	potassium calcium-activated channel subfamily N member 3	Homo sapiens
dd_Smed_v6_13717_0_1	1941	PLDB	6.00E-168	NP_002223.3	KCNA3 HGK5 HLK3 HPCN3 HUKIII KV1.3 MK3 PCN3	potassium voltage-gated channel subfamily A member 3	Homo sapiens
dd_Smed_v6_13772_0_1	1633	PLDB	6.00E-47	NP_002754.2	PROX1	prospero homeobox 1	Homo sapiens
dd_Smed_v6_1377_0_1	1629	PLDB	1.00E-145	NP_000010.1	ACAT1 ACAT MAT T2 THIL	acetyl-CoA acetyltransferase 1	Homo sapiens
dd_Smed_v6_13788_0_1	1318	PLDB	2.00E-54	NP_003876.1	CDK5R1 CDK5P35 CDK5R NCK5A p23 p25 p35 p35nck5a	"cyclin-dependent kinase 5, regulatory subunit 1 (p35)"	Homo sapiens
dd_Smed_v6_13822_0_1	3226	PLDB	9.00E-96	XP_006717031.1	TTLL11 C9orf20 bA244O19.1	"tubulin tyrosine ligase-like family, member 11"	Homo sapiens
dd_Smed_v6_13906_1_1	1158	PLDB	7.00E-56	NP_068766.1	SRR ILV1 ISO1	serine racemase	Homo sapiens
dd_Smed_v6_13944_0_1	3231	PLDB	1.00E-10	NP_003026.2	STIL MCPH7 SIL	SCL/TAL1 interrupting locus	Homo sapiens
dd_Smed_v6_14006_0_1	2893	PLDB	2.00E-129	NP_002240.3	KCNN3 KCa2.3 SK3 SKCA3 hSK3	potassium calcium-activated channel subfamily N member 3	Homo sapiens
dd_Smed_v6_14068_0_1	1141	PLDB	2.00E-09	NP_005441.1	NOG SYM1 SYNS1	noggin	Homo sapiens
dd_Smed_v6_14115_0_1	1502	PLDB	1.00E-29	NP_796372.1	LMX1A LMX1 LMX1.1	"LIM homeobox transcription factor 1, alpha"	Homo sapiens
dd_Smed_v6_14115_0_2	1458	PLDB	6.00E-25	NP_002307.2	LMX1B LMX1.2 NPS1	LIM homeobox transcription factor 1 beta	Homo sapiens
dd_Smed_v6_14126_0_1	1860	PLDB	2.00E-145	NP_000209.2	KCNQ1 ATFB1 ATFB3 JLNS1 KCNA8 KCNA9 KVLQT1 Kv1.9 Kv7.1 LQT LQT1 RWS SQT2 WRS	"potassium voltage-gated channel, KQT-like subfamily, member 1"	Homo sapiens
dd_Smed_v6_14126_0_2	1820	PLDB	0	NP_000209.2	KCNQ1 ATFB1 ATFB3 JLNS1 KCNA8 KCNA9 KVLQT1 Kv1.9 Kv7.1 LQT LQT1 RWS SQT2 WRS	"potassium voltage-gated channel, KQT-like subfamily, member 1"	Homo sapiens
dd_Smed_v6_14126_0_3	1712	PLDB	4.00E-146	NP_000209.2	KCNQ1 ATFB1 ATFB3 JLNS1 KCNA8 KCNA9 KVLQT1 Kv1.9 Kv7.1 LQT LQT1 RWS SQT2 WRS	"potassium voltage-gated channel, KQT-like subfamily, member 1"	Homo sapiens
dd_Smed_v6_14126_0_5	1576	PLDB	1.00E-147	NP_000209.2	KCNQ1 ATFB1 ATFB3 JLNS1 KCNA8 KCNA9 KVLQT1 Kv1.9 Kv7.1 LQT LQT1 RWS SQT2 WRS	"potassium voltage-gated channel, KQT-like subfamily, member 1"	Homo sapiens
dd_Smed_v6_14126_0_6	1425	PLDB	2.00E-147	NP_000209.2	KCNQ1 ATFB1 ATFB3 JLNS1 KCNA8 KCNA9 KVLQT1 Kv1.9 Kv7.1 LQT LQT1 RWS SQT2 WRS	"potassium voltage-gated channel, KQT-like subfamily, member 1"	Homo sapiens
dd_Smed_v6_14126_0_8	1141	PLDB	1.00E-150	NP_000209.2	KCNQ1 ATFB1 ATFB3 JLNS1 KCNA8 KCNA9 KVLQT1 Kv1.9 Kv7.1 LQT LQT1 RWS SQT2 WRS	"potassium voltage-gated channel, KQT-like subfamily, member 1"	Homo sapiens
dd_Smed_v6_14150_0_1	3242	PLDB	4.00E-19	NP_071765.2	ROBO3 HGPPS HGPS RBIG1 RIG1	"roundabout, axon guidance receptor, homolog 3 (Drosophila)"	Homo sapiens
dd_Smed_v6_14176_0_1	1876	PLDB	1.00E-12	XP_005260524.1	SALL4 DRRS HSAL4 ZNF797 dJ1112F19.1	spalt-like transcription factor 4	Homo sapiens
dd_Smed_v6_14267_0_1	1907	PLDB	6.00E-48	NP_075594.1	FGFR1 BFGFR CD331 CEK FGFBR FGFR-1 FLG FLT-2 FLT2 HBGFR HH2 HRTFDS KAL2 N-SAM OGD bFGF-R-1	fibroblast growth factor receptor 1	Homo sapiens
dd_Smed_v6_1428_0_1	791	PLDB	5.00E-124	NP_001269314.1	CSNK2B CK2B CK2N CSK2B G5A	casein kinase 2 beta	Homo sapiens
dd_Smed_v6_1433_0_1	912	PLDB	4.00E-55	NP_919415.2	VAPA VAP-33 VAP-A VAP33 hVAP-33	VAMP associated protein A	Homo sapiens
dd_Smed_v6_14346_0_1	1595	PLDB	4.00E-107	NP_004965.1	KCNA2 HBK5 HK4 HUKIV KV1.2 MK2 NGK1 RBK2	"potassium voltage-gated channel, shaker-related subfamily, member 2"	Homo sapiens
dd_Smed_v6_14362_0_1	876	PLDB	2.00E-42	NP_001267479.1	PAX5 ALL3 BSAP	paired box 5	Homo sapiens
dd_Smed_v6_14586_0_1	4334	PLDB	1.00E-139	XP_006718908.1	ATM AT1 ATA ATC ATD ATDC ATE TEL1 TELO1	ATM serine/threonine kinase	Homo sapiens
dd_Smed_v6_14595_0_1	1624	PLDB	1.00E-98	NP_715624.1	KCNC2 KV3.2	potassium voltage-gated channel subfamily C member 2	Homo sapiens
dd_Smed_v6_14595_0_2	1065	PLDB	2.00E-74	NP_715624.1	KCNC2 KV3.2	potassium voltage-gated channel subfamily C member 2	Homo sapiens
dd_Smed_v6_14599_0_1	1814	PLDB	3.00E-104	NP_001274425.1	FIGNL1	fidgetin like 1	Homo sapiens
dd_Smed_v6_14610_0_1	1607	PLDB	8.00E-106	NP_004966.1	KCNB1 DRK1 KV2.1 h-DRK1	"potassium voltage-gated channel, Shab-related subfamily, member 1"	Homo sapiens
dd_Smed_v6_14614_0_1	1428	PLDB	9.00E-07	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_14635_0_1	1785	PLDB	4.00E-32	NP_001445.2	FOXJ1 FKHL13 HFH-4 HFH4	forkhead box J1	Homo sapiens
dd_Smed_v6_1467_0_1	1020	PLDB	8.00E-45	NP_079478.1	EFHD1 MST133 MSTP133 SWS2	"EF-hand domain family, member D1"	Homo sapiens
dd_Smed_v6_1474_0_1	1911	PLDB	4.00E-49	XP_005259899.1	FKBP8 FKBP38 FKBPr38	"FK506 binding protein 8, 38kDa"	Homo sapiens
dd_Smed_v6_14753_0_1	711	PLDB	9.00E-06	NP_065697.1	ASCL3 HASH3 SGN1 bHLHa42	achaete-scute family bHLH transcription factor 3	Homo sapiens
dd_Smed_v6_14835_0_1	1826	PLDB	5.00E-155	NP_004965.1	KCNA2 HBK5 HK4 HUKIV KV1.2 MK2 NGK1 RBK2	"potassium voltage-gated channel, shaker-related subfamily, member 2"	Homo sapiens
dd_Smed_v6_14863_0_1	3209	PLDB	0	NP_653234.2	KCNH8 ELK ELK1 Kv12.1 elk3	potassium voltage-gated channel subfamily H member 8	Homo sapiens
dd_Smed_v6_14863_0_2	3186	PLDB	0	NP_653234.2	KCNH8 ELK ELK1 Kv12.1 elk3	potassium voltage-gated channel subfamily H member 8	Homo sapiens
dd_Smed_v6_14987_0_1	2296	PLDB	5.00E-150	NP_004965.1	KCNA2 HBK5 HK4 HUKIV KV1.2 MK2 NGK1 RBK2	"potassium voltage-gated channel, shaker-related subfamily, member 2"	Homo sapiens
dd_Smed_v6_15033_0_1	3215	PLDB	1.00E-73	XP_006714302.1	PCDH18 PCDH68L	protocadherin 18	Homo sapiens
dd_Smed_v6_15108_0_1	1546	PLDB	6.00E-71	NP_067627.2	KCNN2 KCa2.2 SK2 SKCA2 SKCa 2 hSK2	potassium calcium-activated channel subfamily N member 2	Homo sapiens
dd_Smed_v6_15144_0_1	1644	PLDB	2.00E-68	NP_004780.3	LHX2 LH2 hLhx2	LIM homeobox 2	Homo sapiens
dd_Smed_v6_15144_0_2	1591	PLDB	8.00E-69	NP_004780.3	LHX2 LH2 hLhx2	LIM homeobox 2	Homo sapiens
