Transcript_Id	Length	Source	evalue	Blast_Symbol	Blast_Description	Target_Species
dd_Smed_v6_103126_0_1	254	PLDB	9.00E-28	TUBB3 CDCBM CDCBM1 CFEOM3 CFEOM3A FEOM3 TUBB4 beta-4	"tubulin, beta 3 class III"	Homo sapiens
dd_Smed_v6_10315_0_1	4734	PLDB	2.00E-51	LOC100287651	lipoxygenase homology domain-containing protein 1-like	Homo sapiens
dd_Smed_v6_10315_0_2	4677	PLDB	2.00E-51	LOC100287651	lipoxygenase homology domain-containing protein 1-like	Homo sapiens
dd_Smed_v6_1035_1_1	5651	PLDB	7.00E-46	CBL C-CBL CBL2 FRA11B NSLL RNF55	Cbl proto-oncogene	Homo sapiens
dd_Smed_v6_103690_0_1	221	PLDB	2.00E-37	TUBB CDCBM6 M40 OK/SW-cl.56 TUBB1 TUBB5	"tubulin, beta class I"	Homo sapiens
dd_Smed_v6_10377_0_1	3988	PLDB	9.00E-107	IKBKAP DYS ELP1 FD IKAP IKI3 TOT1	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein"	Homo sapiens
dd_Smed_v6_10380_0_1	3931	PLDB	2.00E-84	UNC5B UNC5H2 p53RDL1	unc-5 homolog B (C. elegans)	Homo sapiens
dd_Smed_v6_10386_0_1	874	PLDB	4.00E-10	NOG SYM1 SYNS1	noggin	Homo sapiens
dd_Smed_v6_10391_0_1	2077	PLDB	0	ADRBK2 BARK2 GRK3	"adrenergic, beta, receptor kinase 2"	Homo sapiens
dd_Smed_v6_10406_0_1	3994	PLDB	3.00E-37	DDR2 MIG20a NTRKR3 TKT TYRO10	discoidin domain receptor tyrosine kinase 2	Homo sapiens
dd_Smed_v6_10415_0_1	2052	PLDB	9.00E-20	PAK1 PAKalpha	p21 (RAC1) activated kinase 1	Homo sapiens
dd_Smed_v6_10444_0_1	2884	PLDB	4.00E-167	CEP120 CCDC100	centrosomal protein 120kDa	Homo sapiens
dd_Smed_v6_10467_0_1	3538	PLDB	6.00E-53	PCDH11X PCDH-X PCDH11 PCDHX PPP1R119	protocadherin 11 X-linked	Homo sapiens
dd_Smed_v6_10484_0_1	895	PLDB	7.00E-18	NANOS1 NOS1 SPGF12	nanos homolog 1 (Drosophila)	Homo sapiens
dd_Smed_v6_10495_0_1	3628	PLDB	5.00E-63	PCDH9	protocadherin 9	Homo sapiens
dd_Smed_v6_10495_0_2	3617	PLDB	5.00E-63	PCDH9	protocadherin 9	Homo sapiens
dd_Smed_v6_1050_0_1	1134	PLDB	5.00E-104	RAC2 EN-7 Gx HSPC022 p21-Rac2	"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)"	Homo sapiens
dd_Smed_v6_10515_0_1	2277	PLDB	0	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_10585_0_1	3399	PLDB	7.00E-75	UNC5D PRO34692 Unc5h4	unc-5 homolog D (C. elegans)	Homo sapiens
dd_Smed_v6_10624_0_1	4838	PLDB	5.00E-69	ERBB4 ALS19 HER4 p180erbB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	Homo sapiens
dd_Smed_v6_10646_0_1	1175	PLDB	2.00E-55	MACF1 ABP620 ACF7 MACF OFC4	microtubule-actin crosslinking factor 1	Homo sapiens
dd_Smed_v6_10716_0_1	3063	PLDB	3.00E-54	NOTCH1 TAN1 hN1	notch 1	Homo sapiens
dd_Smed_v6_10730_0_1	3101	PLDB	1.00E-59	UNC5B UNC5H2 p53RDL1	unc-5 homolog B (C. elegans)	Homo sapiens
dd_Smed_v6_10742_0_1	7457	PLDB	2.00E-53	SETD2 HBP231 HIF-1 HIP-1 HYPB KMT3A SET2 p231HBP	SET domain containing 2	Homo sapiens
dd_Smed_v6_10828_0_1	4306	PLDB	2.00E-35	ARHGAP21 ARHGAP10	Rho GTPase activating protein 21	Homo sapiens
dd_Smed_v6_10828_0_2	4238	PLDB	2.00E-35	ARHGAP21 ARHGAP10	Rho GTPase activating protein 21	Homo sapiens
dd_Smed_v6_10848_0_1	1812	PLDB	1.00E-110	PAK4	p21 (RAC1) activated kinase 4	Homo sapiens
dd_Smed_v6_10849_0_1	1694	PLDB	0	UGDH GDH UDP-GlcDH UDPGDH UGD	UDP-glucose 6-dehydrogenase	Homo sapiens
dd_Smed_v6_10905_0_1	918	PLDB	1.00E-28	GID8 C20orf11 TWA1	GID complex subunit 8 homolog	Homo sapiens
dd_Smed_v6_10935_0_1	2689	PLDB	4.00E-22	KRIT1 CAM CCM1	"KRIT1, ankyrin repeat containing"	Homo sapiens
dd_Smed_v6_11024_0_1	3081	PLDB	3.00E-80	FGFR4 CD334 JTK2 TKF	fibroblast growth factor receptor 4	Homo sapiens
dd_Smed_v6_11070_0_1	1469	PLDB	1.00E-21	SFRP2 FRP-2 SARP1 SDF-5	secreted frizzled related protein 2	Homo sapiens
dd_Smed_v6_11071_0_1	776	PLDB	4.00E-60	RAB1A RAB1 YPT1	"RAB1A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_11113_0_1	1451	PLDB	1.00E-53	FLI1 EWSR2 SIC-1	"Fli-1 proto-oncogene, ETS transcription factor"	Homo sapiens
dd_Smed_v6_11145_0_1	2885	PLDB	4.00E-132	RECQL5 RECQ5	RecQ protein-like 5	Homo sapiens
dd_Smed_v6_11145_0_2	2823	PLDB	2.00E-132	RECQL5 RECQ5	RecQ protein-like 5	Homo sapiens
dd_Smed_v6_11145_0_3	2822	PLDB	2.00E-132	RECQL5 RECQ5	RecQ protein-like 5	Homo sapiens
dd_Smed_v6_11145_0_4	2760	PLDB	1.00E-132	RECQL5 RECQ5	RecQ protein-like 5	Homo sapiens
dd_Smed_v6_11145_0_5	1758	PLDB	4.00E-06	RECQL5 RECQ5	RecQ protein-like 5	Homo sapiens
dd_Smed_v6_11145_0_6	1696	PLDB	4.00E-06	RECQL5 RECQ5	RecQ protein-like 5	Homo sapiens
dd_Smed_v6_11145_0_7	1695	PLDB	4.00E-06	RECQL5 RECQ5	RecQ protein-like 5	Homo sapiens
dd_Smed_v6_11145_0_8	1633	PLDB	3.00E-06	RECQL5 RECQ5	RecQ protein-like 5	Homo sapiens
dd_Smed_v6_11185_0_1	1142	PLDB	5.00E-63	PSPH PSP PSPHD	phosphoserine phosphatase	Homo sapiens
dd_Smed_v6_112_0_1	607	PLDB	1.00E-08	CFL1 CFL HEL-S-15	cofilin 1 (non-muscle)	Homo sapiens
dd_Smed_v6_1122_0_1	7261	PLDB	0	SPTBN1 ELF HEL102 SPTB2 betaSpII	"spectrin beta, non-erythrocytic 1"	Homo sapiens
dd_Smed_v6_11223_0_1	3838	PLDB	1.00E-66	PCDH11Y PCDH-PC PCDH22 PCDHX PCDHY	protocadherin 11 Y-linked	Homo sapiens
dd_Smed_v6_11263_0_1	1421	PLDB	7.00E-63	ORC4 ORC4L ORC4P	origin recognition complex subunit 4	Homo sapiens
dd_Smed_v6_11265_0_1	1381	PLDB	3.00E-112	CDK1 CDC2 CDC28A P34CDC2	cyclin-dependent kinase 1	Homo sapiens
dd_Smed_v6_11280_0_1	2134	PLDB	8.00E-23	KIRREL3 KIRRE MRD4 NEPH2 PRO4502	kin of IRRE like 3 (Drosophila)	Homo sapiens
dd_Smed_v6_1131_0_1	1869	PLDB	3.00E-136	MSN HEL70	moesin	Homo sapiens
dd_Smed_v6_11310_0_1	4798	PLDB	1.00E-92	ERBB4 ALS19 HER4 p180erbB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	Homo sapiens
dd_Smed_v6_11322_0_1	1955	PLDB	2.00E-22	MUS81 SLX3	MUS81 structure-specific endonuclease subunit	Homo sapiens
dd_Smed_v6_11322_0_2	1944	PLDB	9.00E-28	MUS81 SLX3	MUS81 structure-specific endonuclease subunit	Homo sapiens
dd_Smed_v6_11322_0_3	1907	PLDB	5.00E-25	MUS81 SLX3	MUS81 structure-specific endonuclease subunit	Homo sapiens
dd_Smed_v6_11322_0_4	1896	PLDB	7.00E-31	MUS81 SLX3	MUS81 structure-specific endonuclease subunit	Homo sapiens
dd_Smed_v6_11357_0_1	787	PLDB	1.00E-46	RAC1 Rac-1 TC-25 p21-Rac1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	Homo sapiens
dd_Smed_v6_1140_0_1	14199	PLDB	0	DYNC1H1 DHC1 DHC1a DNCH1 DNCL DNECL DYHC Dnchc1 HL-3 SMALED1 p22	"dynein, cytoplasmic 1, heavy chain 1"	Homo sapiens
dd_Smed_v6_11406_0_1	1743	PLDB	6.00E-44	RFX4 NYD-SP10	regulatory factor X4	Homo sapiens
dd_Smed_v6_11409_0_1	4395	PLDB	2.00E-25	NEO1 IGDCC2 NGN NTN1R2	neogenin 1	Homo sapiens
dd_Smed_v6_11417_0_1	1083	PLDB	4.00E-101	APEX1 APE APE1 APEN APEX APX HAP1 REF1	apurinic/apyrimidinic endodeoxyribonuclease 1	Homo sapiens
dd_Smed_v6_11429_0_1	4068	PLDB	3.00E-109	ROCK2 ROCK-II	Rho associated coiled-coil containing protein kinase 2	Homo sapiens
dd_Smed_v6_11461_0_1	1153	PLDB	1.00E-12	HSF2 HSF 2 HSTF 2	heat shock transcription factor 2	Homo sapiens
dd_Smed_v6_11478_0_1	912	PLDB	1.00E-23	PEX2 PAF1 PBD5A PBD5B PMP3 PMP35 PXMP3 RNF72 ZWS3	peroxisomal biogenesis factor 2	Homo sapiens
dd_Smed_v6_11561_0_1	1949	PLDB	0	FYN SLK SYN p59-FYN	"FYN proto-oncogene, Src family tyrosine kinase"	Homo sapiens
dd_Smed_v6_11579_0_1	3379	PLDB	5.00E-80	PCDH11X PCDH-X PCDH11 PCDHX PPP1R119	protocadherin 11 X-linked	Homo sapiens
dd_Smed_v6_11598_0_1	1437	PLDB	6.00E-132	GSK3B	glycogen synthase kinase 3 beta	Homo sapiens
dd_Smed_v6_11605_0_1	3444	PLDB	2.00E-62	PCDH11X PCDH-X PCDH11 PCDHX PPP1R119	protocadherin 11 X-linked	Homo sapiens
dd_Smed_v6_11633_0_1	3484	PLDB	2.00E-89	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_1165_0_1	1157	PLDB	2.00E-122	CAPZB CAPB CAPPB CAPZ	capping actin protein of muscle Z-line beta subunit	Homo sapiens
dd_Smed_v6_11674_0_1	2064	PLDB	2.00E-131	RPS6KB1 PS6K S6K S6K-beta-1 S6K1 STK14A p70 S6KA p70(S6K)-alpha p70-S6K p70-alpha	ribosomal protein S6 kinase B1	Homo sapiens
dd_Smed_v6_1169_0_1	753	PLDB	4.00E-44	RBM8A BOV-1A BOV-1B BOV-1C C1DELq21.1 DEL1q21.1 MDS014 RBM8 RBM8B TAR Y14 ZNRP ZRNP1	RNA binding motif protein 8A	Homo sapiens
dd_Smed_v6_11692_0_1	1946	PLDB	4.00E-18	ARHGAP39 CrGAP Vilse	Rho GTPase activating protein 39	Homo sapiens
dd_Smed_v6_11725_0_1	5098	PLDB	0	CADPS CADPS1 CAPS CAPS1	Ca  -dependent secretion activator	Homo sapiens
dd_Smed_v6_1180_0_1	4538	PLDB	0	PKN2 PAK2 PRK2 PRKCL2 PRO2042 Pak-2 STK7	protein kinase N2	Homo sapiens
dd_Smed_v6_11809_0_1	2794	PLDB	8.00E-51	PLXND1 PLEXD1	plexin D1	Homo sapiens
dd_Smed_v6_11826_0_1	6164	PLDB	0	DOCK7 EIEE23 ZIR2	dedicator of cytokinesis 7	Homo sapiens
dd_Smed_v6_11832_0_1	4715	PLDB	2.00E-89	NRXN1 Hs.22998 PTHSL2 SCZD17	neurexin 1	Homo sapiens
dd_Smed_v6_11837_0_1	3575	PLDB	9.00E-53	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_11876_0_1	5112	PLDB	0	JAG1 AGS AHD AWS CD339 HJ1 JAGL1	jagged 1	Homo sapiens
dd_Smed_v6_11934_0_1	6056	PLDB	6.00E-66	PLXNA1 NOV NOVP PLEXIN-A1 PLXN1	plexin A1	Homo sapiens
dd_Smed_v6_11942_0_1	729	PLDB	9.00E-54	CALM2 CAMII PHKD PHKD2	"calmodulin 2 (phosphorylase kinase, delta)"	Homo sapiens
dd_Smed_v6_11944_0_1	2231	PLDB	3.00E-116	EXT1 EXT LGCR LGS TRPS2 TTV	exostosin glycosyltransferase 1	Homo sapiens
dd_Smed_v6_11948_0_1	3593	PLDB	7.00E-15	ITGA8	"integrin, alpha 8"	Homo sapiens
dd_Smed_v6_12023_0_1	3088	PLDB	4.00E-62	PCDHGA10 PCDH-GAMMA-A10	"protocadherin gamma subfamily A, 10"	Homo sapiens
dd_Smed_v6_12027_0_1	1584	PLDB	7.00E-98	SLC7A11 CCBR1 xCT	solute carrier family 7 member 11	Homo sapiens
dd_Smed_v6_1205_0_1	19524	PLDB	0	MACF1 ABP620 ACF7 MACF OFC4	microtubule-actin crosslinking factor 1	Homo sapiens
dd_Smed_v6_12063_0_1	2640	PLDB	8.00E-46	PSD3 EFA6R HCA67	pleckstrin and Sec7 domain containing 3	Homo sapiens
dd_Smed_v6_12111_0_1	5012	PLDB	0	SLIT3 MEGF5 SLIL2 SLIT1 Slit-3 slit2	slit homolog 3 (Drosophila)	Homo sapiens
dd_Smed_v6_12118_0_1	2787	PLDB	2.00E-38	KIRREL3 KIRRE MRD4 NEPH2 PRO4502	kin of IRRE like 3 (Drosophila)	Homo sapiens
dd_Smed_v6_12133_0_1	2640	PLDB	5.00E-25	PLXNB1 PLEXIN-B1 PLXN5 SEP	plexin B1	Homo sapiens
dd_Smed_v6_12170_0_1	2027	PLDB	6.00E-24	FOXJ2 FHX	forkhead box J2	Homo sapiens
dd_Smed_v6_12170_0_2	1853	PLDB	3.00E-24	FOXJ2 FHX	forkhead box J2	Homo sapiens
dd_Smed_v6_12186_0_1	2287	PLDB	6.00E-81	DCLK3 CLR DCAMKL3 DCDC3C DCK3	doublecortin like kinase 3	Homo sapiens
dd_Smed_v6_12229_0_1	3100	PLDB	5.00E-48	NR4A1 GFRP1 HMR N10 NAK-1 NGFIB NP10 NUR77 TR3	"nuclear receptor subfamily 4, group A, member 1"	Homo sapiens
dd_Smed_v6_12262_0_1	833	PLDB	8.00E-11	NOG SYM1 SYNS1	noggin	Homo sapiens
dd_Smed_v6_12307_0_1	4473	PLDB	1.00E-109	PPFIA1 LIP.1 LIP1 LIPRIN	"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1"	Homo sapiens
dd_Smed_v6_12355_0_1	2091	PLDB	5.00E-100	ACE ACE1 CD143 DCP DCP1 ICH MVCD3	angiotensin I converting enzyme	Homo sapiens
dd_Smed_v6_1239_0_1	1282	PLDB	9.00E-93	RAP1B K-REV RAL1B	"RAP1B, member of RAS oncogene family"	Homo sapiens
dd_Smed_v6_12396_0_1	1304	PLDB	2.00E-78	DYX1C1 CILD25 DYX1 DYXC1 EKN1 RD	dyslexia susceptibility 1 candidate 1	Homo sapiens
dd_Smed_v6_12408_0_1	2906	PLDB	5.00E-65	HEXB ENC-1AS HEL-248	hexosaminidase B (beta polypeptide)	Homo sapiens
dd_Smed_v6_12432_0_1	3166	PLDB	7.00E-33	DDR2 MIG20a NTRKR3 TKT TYRO10	discoidin domain receptor tyrosine kinase 2	Homo sapiens
dd_Smed_v6_12456_0_1	1681	PLDB	4.00E-12	SCAI C9orf126 NET40	suppressor of cancer cell invasion	Homo sapiens
dd_Smed_v6_12456_0_2	1630	PLDB	9.00E-12	SCAI C9orf126 NET40	suppressor of cancer cell invasion	Homo sapiens
dd_Smed_v6_12501_0_1	1930	PLDB	5.00E-39	ZNF384 CAGH1 CAGH1A CIZ ERDA2 NMP4 NP TNRC1	zinc finger protein 384	Homo sapiens
dd_Smed_v6_12514_0_1	1972	PLDB	8.00E-101	TBCCD1	TBCC domain containing 1	Homo sapiens
dd_Smed_v6_1257_0_1	1077	PLDB	6.00E-19	CD151 GP27 MER2 PETA-3 RAPH SFA1 TSPAN24	CD151 molecule (Raph blood group)	Homo sapiens
dd_Smed_v6_12571_0_1	4477	PLDB	1.00E-32	PTK7 CCK-4 CCK4	protein tyrosine kinase 7 (inactive)	Homo sapiens
dd_Smed_v6_12594_0_1	2712	PLDB	5.00E-69	RYK D3S3195 JTK5 JTK5A RYK1	receptor-like tyrosine kinase	Homo sapiens
dd_Smed_v6_12653_0_1	1848	PLDB	0	GAD1 CPSQ1 GAD SCP	glutamate decarboxylase 1	Homo sapiens
dd_Smed_v6_12689_0_1	3096	PLDB	2.00E-99	DCLK3 CLR DCAMKL3 DCDC3C DCK3	doublecortin like kinase 3	Homo sapiens
dd_Smed_v6_12697_0_1	2743	PLDB	2.00E-41	PCDH9	protocadherin 9	Homo sapiens
dd_Smed_v6_1271_0_1	3194	PLDB	0	AP2M1 AP50 CLAPM1 mu2	adaptor related protein complex 2 mu 1 subunit	Homo sapiens
dd_Smed_v6_12715_0_1	3379	PLDB	9.00E-63	FARP2 FIR FRG PLEKHC3	"FERM, RhoGEF and pleckstrin domain protein 2"	Homo sapiens
dd_Smed_v6_12715_0_2	3378	PLDB	9.00E-63	FARP2 FIR FRG PLEKHC3	"FERM, RhoGEF and pleckstrin domain protein 2"	Homo sapiens
dd_Smed_v6_12715_0_3	3349	PLDB	4.00E-65	FARP2 FIR FRG PLEKHC3	"FERM, RhoGEF and pleckstrin domain protein 2"	Homo sapiens
dd_Smed_v6_12715_0_4	3348	PLDB	4.00E-65	FARP2 FIR FRG PLEKHC3	"FERM, RhoGEF and pleckstrin domain protein 2"	Homo sapiens
dd_Smed_v6_12872_0_1	3358	PLDB	5.00E-63	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_12895_0_1	3439	PLDB	2.00E-51	PCDH11Y PCDH-PC PCDH22 PCDHX PCDHY	protocadherin 11 Y-linked	Homo sapiens
dd_Smed_v6_12943_0_1	2389	PLDB	1.00E-08	FGD4 CMT4H FRABP ZFYVE6	"FYVE, RhoGEF and PH domain containing 4"	Homo sapiens
dd_Smed_v6_13016_0_1	2178	PLDB	6.00E-30	PLXNB2 MM1 Nbla00445 PLEXB2 dJ402G11.3	plexin B2	Homo sapiens
dd_Smed_v6_13048_0_1	3496	PLDB	6.00E-117	TRPC6 FSGS2 TRP6	transient receptor potential cation channel subfamily C member 6	Homo sapiens
dd_Smed_v6_13155_0_1	3093	PLDB	8.00E-75	PCDH11X PCDH-X PCDH11 PCDHX PPP1R119	protocadherin 11 X-linked	Homo sapiens
dd_Smed_v6_13188_0_1	2512	PLDB	4.00E-15	KAL1 ADMLX HH1 HHA KAL KALIG-1 KMS WFDC19	Kallmann syndrome 1 sequence	Homo sapiens
dd_Smed_v6_1319_0_1	1683	PLDB	1.00E-168	MAPK3 ERK-1 ERK1 ERT2 HS44KDAP HUMKER1A P44ERK1 P44MAPK PRKM3 p44-ERK1 p44-MAPK	mitogen-activated protein kinase 3	Homo sapiens
dd_Smed_v6_13205_0_1	663	PLDB	8.00E-17	CALM2 CAMII PHKD PHKD2	"calmodulin 2 (phosphorylase kinase, delta)"	Homo sapiens
dd_Smed_v6_1322_0_1	1760	PLDB	2.00E-82	MAPRE1 EB1	microtubule associated protein RP/EB family member 1	Homo sapiens
dd_Smed_v6_1322_0_2	1664	PLDB	2.00E-85	MAPRE1 EB1	microtubule associated protein RP/EB family member 1	Homo sapiens
dd_Smed_v6_13326_0_1	1500	PLDB	5.00E-08	LMNA CDCD1 CDDC CMD1A CMT2B1 EMD2 FPL FPLD FPLD2 HGPS IDC LDP1 LFP LGMD1B LMN1 LMNC LMNL1 PRO1	lamin A/C	Homo sapiens
dd_Smed_v6_13341_0_1	1886	PLDB	1.00E-33	BCL11A BCL11A-L BCL11A-S BCL11A-XL BCL11a-M CTIP1 EVI9 HBFQTL5 ZNF856	B-cell CLL/lymphoma 11A (zinc finger protein)	Homo sapiens
dd_Smed_v6_13371_0_1	1851	PLDB	6.00E-43	LMX1A LMX1 LMX1.1	"LIM homeobox transcription factor 1, alpha"	Homo sapiens
dd_Smed_v6_13412_0_1	3404	PLDB	6.00E-58	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_13420_0_1	2270	PLDB	0	SCAI C9orf126 NET40	suppressor of cancer cell invasion	Homo sapiens
dd_Smed_v6_13423_0_1	2083	PLDB	2.00E-22	PCDH11Y PCDH-PC PCDH22 PCDHX PCDHY	protocadherin 11 Y-linked	Homo sapiens
dd_Smed_v6_13570_0_1	3218	PLDB	1.00E-55	FAT4 CDHF14 CDHR11 FAT-J FATJ NBLA00548 VMLDS2	FAT atypical cadherin 4	Homo sapiens
dd_Smed_v6_13608_0_1	1122	PLDB	7.00E-21	ELMOD3 DFNB88 LST3 RBED1 RBM29	ELMO domain containing 3	Homo sapiens
dd_Smed_v6_13619_0_1	4171	PLDB	2.00E-37	PLEKHH2 PLEKHH1L	"pleckstrin homology domain containing, family H (with MyTH4 domain) member 2"	Homo sapiens
dd_Smed_v6_1362_0_1	1326	PLDB	1.00E-60	PRKAR2B PRKAR2 RII-BETA	protein kinase cAMP-dependent type II regulatory subunit beta	Homo sapiens
dd_Smed_v6_13697_0_1	4108	PLDB	1.00E-104	NRXN1 Hs.22998 PTHSL2 SCZD17	neurexin 1	Homo sapiens
dd_Smed_v6_13772_0_1	1633	PLDB	6.00E-47	PROX1	prospero homeobox 1	Homo sapiens
dd_Smed_v6_13781_0_1	816	PLDB	2.00E-36	TLX3 HOX11L2 RNX	T-cell leukemia homeobox 3	Homo sapiens
dd_Smed_v6_13788_0_1	1318	PLDB	2.00E-54	CDK5R1 CDK5P35 CDK5R NCK5A p23 p25 p35 p35nck5a	"cyclin-dependent kinase 5, regulatory subunit 1 (p35)"	Homo sapiens
dd_Smed_v6_13804_0_1	2200	PLDB	2.00E-105	ACE ACE1 CD143 DCP DCP1 ICH MVCD3	angiotensin I converting enzyme	Homo sapiens
dd_Smed_v6_13812_0_1	2591	PLDB	0	DGKZ DAGK5 DAGK6 DGK-ZETA hDGKzeta	"diacylglycerol kinase, zeta"	Homo sapiens
dd_Smed_v6_13923_0_1	758	PLDB	4.00E-25	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
dd_Smed_v6_13961_0_1	3514	PLDB	1.00E-53	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_14038_0_1	2269	PLDB	6.00E-38	PLEKHG5 CMTRIC DSMA4 GEF720 Syx Tech	pleckstrin homology and RhoGEF domain containing G5	Homo sapiens
dd_Smed_v6_14068_0_1	1141	PLDB	2.00E-09	NOG SYM1 SYNS1	noggin	Homo sapiens
dd_Smed_v6_14090_0_1	1694	PLDB	2.00E-10	RGMB DRAGON	repulsive guidance molecule family member b	Homo sapiens
dd_Smed_v6_14115_0_1	1502	PLDB	1.00E-29	LMX1A LMX1 LMX1.1	"LIM homeobox transcription factor 1, alpha"	Homo sapiens
dd_Smed_v6_14117_0_1	3588	PLDB	1.00E-80	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_14117_0_2	3561	PLDB	4.00E-79	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_14134_0_1	1198	PLDB	1.00E-70	CDK1 CDC2 CDC28A P34CDC2	cyclin-dependent kinase 1	Homo sapiens
dd_Smed_v6_14150_0_1	3242	PLDB	4.00E-19	ROBO3 HGPPS HGPS RBIG1 RIG1	"roundabout, axon guidance receptor, homolog 3 (Drosophila)"	Homo sapiens
dd_Smed_v6_1420_0_1	2357	PLDB	2.00E-15	LARP6 ACHN	La ribonucleoprotein domain family member 6	Homo sapiens
dd_Smed_v6_1420_0_2	2303	PLDB	2.00E-15	LARP6 ACHN	La ribonucleoprotein domain family member 6	Homo sapiens
dd_Smed_v6_14209_0_1	3461	PLDB	3.00E-66	PCDH11X PCDH-X PCDH11 PCDHX PPP1R119	protocadherin 11 X-linked	Homo sapiens
dd_Smed_v6_14209_0_2	3343	PLDB	2.00E-66	PCDH11X PCDH-X PCDH11 PCDHX PPP1R119	protocadherin 11 X-linked	Homo sapiens
dd_Smed_v6_14212_0_1	1277	PLDB	3.00E-34	GSK3A	glycogen synthase kinase 3 alpha	Homo sapiens
dd_Smed_v6_1423_0_1	2929	PLDB	0	AP2A2 ADTAB CLAPA2 HIP-9 HIP9 HYPJ	"adaptor-related protein complex 2, alpha 2 subunit"	Homo sapiens
dd_Smed_v6_14267_0_1	1907	PLDB	6.00E-48	FGFR1 BFGFR CD331 CEK FGFBR FGFR-1 FLG FLT-2 FLT2 HBGFR HH2 HRTFDS KAL2 N-SAM OGD bFGF-R-1	fibroblast growth factor receptor 1	Homo sapiens
dd_Smed_v6_1428_0_1	791	PLDB	5.00E-124	CSNK2B CK2B CK2N CSK2B G5A	casein kinase 2 beta	Homo sapiens
