Transcript_Id	Length	Source	evalue	Symbol	Blast_Symbol	Blast_Description	Target_Species
dd_Smed_v6_10129_0_1	1277	PLDB	9.00E-137	NP_037462.1	NME7 MN23H7 NDK 7 NDK7 nm23-H7	NME/NM23 family member 7	Homo sapiens
dd_Smed_v6_10136_0_1	2002	PLDB	1.00E-53	NP_001155000.1	LRRD1	leucine-rich repeats and death domain containing 1	Homo sapiens
dd_Smed_v6_10144_0_1	4163	PLDB	7.00E-107	NP_835464.1	NEK8 JCK NEK12A NPHP9 RHPD2	NIMA related kinase 8	Homo sapiens
dd_Smed_v6_101551_0_1	226	PLDB	8.00E-17	NP_001258671.1	CSNK1A1 CK1 CK1a CKIa HEL-S-77p HLCDGP1 PRO2975	casein kinase 1 alpha 1	Homo sapiens
dd_Smed_v6_10155_0_1	1241	PLDB	2.00E-35	NP_001003794.1	MGLL HU-K5 HUK5 MAGL MGL	monoglyceride lipase	Homo sapiens
dd_Smed_v6_10159_0_1	1402	PLDB	9.00E-50	NP_003071.2	SMPD2 ISC1 NSMASE NSMASE1	sphingomyelin phosphodiesterase 2	Homo sapiens
dd_Smed_v6_10174_0_1	535	PLDB	2.00E-51	NP_001265272.1	ACTN2 CMD1AA	"actinin, alpha 2"	Homo sapiens
dd_Smed_v6_10186_0_1	2457	PLDB	3.00E-79	XP_005256138.1	BBS2 BBS	Bardet-Biedl syndrome 2	Homo sapiens
dd_Smed_v6_101910_0_1	359	PLDB	4.00E-17	NP_001028728.1	PPM1B PP2C-beta-X PP2CB PP2CBETA PPC2BETAX	"protein phosphatase, Mg2 /Mn2  dependent, 1B"	Homo sapiens
dd_Smed_v6_101932_0_1	462	PLDB	1.00E-10	NP_000697.1	AVPR1A AVPR V1a AVPR1 V1aR	arginine vasopressin receptor 1A	Homo sapiens
dd_Smed_v6_10216_0_1	1034	PLDB	2.00E-49	NP_003059.1	SNAI2 SLUG SLUGH1 SNAIL2 WS2D	snail family transcriptional repressor 2	Homo sapiens
dd_Smed_v6_102256_0_1	245	PLDB	9.00E-37	NP_002700.1	PPP1CB HEL-S-80p PP-1B PP1B PP1beta PPP1CD	protein phosphatase 1 catalytic subunit beta	Homo sapiens
dd_Smed_v6_10225_0_1	2111	PLDB	7.00E-58	NP_473367.2	CNOT7 CAF1 Caf1a hCAF-1	"CCR4-NOT transcription complex, subunit 7"	Homo sapiens
dd_Smed_v6_102399_0_1	254	PLDB	1.00E-06	NP_006316.1	RAN ARA24 Gsp1 TC4	"RAN, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_10239_0_1	630	PLDB	2.00E-32	NP_005176.1	CALML3 CLP	calmodulin like 3	Homo sapiens
dd_Smed_v6_1023_0_1	937	PLDB	3.00E-86	NP_872353.2	TMED4 ERS25 HNLF	transmembrane emp24 protein transport domain containing 4	Homo sapiens
dd_Smed_v6_10241_0_1	785	PLDB	1.00E-23	NP_006374.1	CIB2 DFNB48 KIP2 USH1J	calcium and integrin binding family member 2	Homo sapiens
dd_Smed_v6_10248_0_1	3156	PLDB	4.00E-12	NP_733822.1	LMNA CDCD1 CDDC CMD1A CMT2B1 EMD2 FPL FPLD FPLD2 HGPS IDC LDP1 LFP LGMD1B LMN1 LMNC LMNL1 PRO1	lamin A/C	Homo sapiens
dd_Smed_v6_10266_0_1	760	PLDB	3.00E-74	NP_004154.2	RAB27B C25KG	"RAB27B, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_10270_0_1	687	PLDB	2.00E-56	NP_004152.1	RAB1A RAB1 YPT1	"RAB1A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_102795_0_1	286	PLDB	3.00E-19	NP_001257405.1	PPP2R5D B56D	"protein phosphatase 2, regulatory subunit B', delta"	Homo sapiens
dd_Smed_v6_10304_0_1	6566	PLDB	0	NP_005493.2	ABCA1 ABC-1 ABC1 CERP HDLDT1 TGD	ATP binding cassette subfamily A member 1	Homo sapiens
dd_Smed_v6_10325_0_1	1534	PLDB	1.00E-43	NP_003848.1	GALR2 GAL2-R GALNR2 GALR-2	galanin receptor 2	Homo sapiens
dd_Smed_v6_10329_0_1	1095	PLDB	3.00E-20	NP_001274514.1	NUP35 MP-44 MP44 NP44 NUP53	nucleoporin 35kDa	Homo sapiens
dd_Smed_v6_10336_0_1	2601	PLDB	5.00E-64	NP_006444.2	TBL3 SAZD UTP13	transducin beta like 3	Homo sapiens
dd_Smed_v6_10338_0_1	2920	PLDB	0	NP_001609.2	PARP1 ADPRT ADPRT 1 ADPRT1 ARTD1 PARP PARP-1 PPOL pADPRT-1	poly(ADP-ribose) polymerase 1	Homo sapiens
dd_Smed_v6_10347_0_1	1722	PLDB	5.00E-54	NP_001265532.1	NUP54	nucleoporin 54kDa	Homo sapiens
dd_Smed_v6_10354_0_1	2011	PLDB	1.00E-90	NP_057253.2	SUFU PRO1280 SUFUH SUFUXL	SUFU negative regulator of hedgehog signaling	Homo sapiens
dd_Smed_v6_1035_1_1	5651	PLDB	7.00E-46	NP_005179.2	CBL C-CBL CBL2 FRA11B NSLL RNF55	Cbl proto-oncogene	Homo sapiens
dd_Smed_v6_1036_0_1	856	PLDB	3.00E-44	NP_001027459.1	UBE2V1 CIR1 CROC-1 CROC1 UBE2V UEV-1 UEV1 UEV1A	ubiquitin conjugating enzyme E2 V1	Homo sapiens
dd_Smed_v6_1037_0_1	1077	PLDB	3.00E-82	NP_006825.1	RAB32	"RAB32, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_10380_0_1	3931	PLDB	2.00E-84	NP_734465.2	UNC5B UNC5H2 p53RDL1	unc-5 homolog B (C. elegans)	Homo sapiens
dd_Smed_v6_10386_0_1	874	PLDB	4.00E-10	NP_005441.1	NOG SYM1 SYNS1	noggin	Homo sapiens
dd_Smed_v6_1038_0_1	940	PLDB	4.00E-119	NP_002625.1	PHB HEL-215 HEL-S-54e PHB1	prohibitin	Homo sapiens
dd_Smed_v6_10391_0_1	2077	PLDB	0	NP_005151.2	ADRBK2 BARK2 GRK3	"adrenergic, beta, receptor kinase 2"	Homo sapiens
dd_Smed_v6_10394_0_1	1942	PLDB	1.00E-33	NP_003027.1	SKI SGS SKV	SKI proto-oncogene	Homo sapiens
dd_Smed_v6_104002_0_1	213	PLDB	2.00E-16	NP_009193.2	PARK7 DJ-1 DJ1 HEL-S-67p	Parkinsonism associated deglycase	Homo sapiens
dd_Smed_v6_10406_0_1	3994	PLDB	3.00E-37	XP_006711408.1	DDR2 MIG20a NTRKR3 TKT TYRO10	discoidin domain receptor tyrosine kinase 2	Homo sapiens
dd_Smed_v6_10415_0_1	2052	PLDB	9.00E-20	NP_001122092.1	PAK1 PAKalpha	p21 (RAC1) activated kinase 1	Homo sapiens
dd_Smed_v6_10424_0_1	1744	PLDB	5.00E-28	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_10427_0_1	2580	PLDB	6.00E-30	XP_005251975.1	NR6A1 CT150 GCNF GCNF1 NR61 RTR hGCNF hRTR	"nuclear receptor subfamily 6, group A, member 1"	Homo sapiens
dd_Smed_v6_10437_0_1	1668	PLDB	1.00E-29	NP_002971.2	SCTR SR	secretin receptor	Homo sapiens
dd_Smed_v6_10481_0_1	1405	PLDB	5.00E-160	NP_006569.1	GNB5 GB5	G protein subunit beta 5	Homo sapiens
dd_Smed_v6_1050_0_1	1134	PLDB	5.00E-104	NP_002863.1	RAC2 EN-7 Gx HSPC022 p21-Rac2	"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)"	Homo sapiens
dd_Smed_v6_10513_0_1	962	PLDB	5.00E-31	NP_115707.2	ECE2	endothelin converting enzyme 2	Homo sapiens
dd_Smed_v6_10515_0_1	2277	PLDB	0	NP_006249.1	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_10542_0_1	2136	PLDB	9.00E-24	NP_001269900.1	MTSS1 MIM MIMA MIMB	metastasis suppressor 1	Homo sapiens
dd_Smed_v6_10547_0_1	935	PLDB	2.00E-70	NP_067075.1	RAB18 RAB18LI1 WARBM3	"RAB18, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_10569_0_1	1602	PLDB	5.00E-05	NP_001186356.1	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	TNF receptor associated factor 3	Homo sapiens
dd_Smed_v6_10570_0_1	753	PLDB	3.00E-97	NP_116235.2	RAB2B	"RAB2B, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_10578_0_1	629	PLDB	5.00E-17	NP_001225.1	CAV3 LGMD1C LQT9 VIP-21 VIP21	caveolin 3	Homo sapiens
dd_Smed_v6_10585_0_1	3399	PLDB	7.00E-75	NP_543148.2	UNC5D PRO34692 Unc5h4	unc-5 homolog D (C. elegans)	Homo sapiens
dd_Smed_v6_1058_0_1	459	PLDB	1.00E-55	NP_005733.1	PDIA6 ERP5 P5 TXNDC7	protein disulfide isomerase family A member 6	Homo sapiens
dd_Smed_v6_10624_0_1	4838	PLDB	5.00E-69	XP_005246433.1	ERBB4 ALS19 HER4 p180erbB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	Homo sapiens
dd_Smed_v6_10637_0_1	2505	PLDB	5.00E-63	XP_005277471.1	OTUD7B CEZANNE ZA20D1	OTU deubiquitinase 7B	Homo sapiens
dd_Smed_v6_10638_0_1	4811	PLDB	0	NP_056477.1	IFT172 NPHP17 SLB SRTD10 osm-1 wim	intraflagellar transport 172	Homo sapiens
dd_Smed_v6_10646_0_1	1175	PLDB	2.00E-55	NP_036222.3	MACF1 ABP620 ACF7 MACF OFC4	microtubule-actin crosslinking factor 1	Homo sapiens
dd_Smed_v6_10658_0_1	981	PLDB	1.00E-64	NP_054763.2	UNC50 GMH1 UNCL URP	unc-50 homolog (C. elegans)	Homo sapiens
dd_Smed_v6_10662_0_1	1765	PLDB	4.00E-22	XP_005257322.1	SOCS7 NAP4 NCKAP4	suppressor of cytokine signaling 7	Homo sapiens
dd_Smed_v6_10666_0_1	2155	PLDB	3.00E-85	NP_061167.1	LANCL2 GPR69B TASP	LanC like 2	Homo sapiens
dd_Smed_v6_10674_0_1	1198	PLDB	2.00E-133	XP_006713243.1	ATP2B2 PMCA2 PMCA2a PMCA2i	"ATPase, Ca   transporting, plasma membrane 2"	Homo sapiens
dd_Smed_v6_10704_0_1	1899	PLDB	3.00E-60	XP_005259675.1	STK11 LKB1 PJS hLKB1	serine/threonine kinase 11	Homo sapiens
dd_Smed_v6_10708_0_1	1537	PLDB	4.00E-24	XP_005246951.1	CASP8 ALPS2B CAP4 Casp-8 FLICE MACH MCH5	caspase 8	Homo sapiens
dd_Smed_v6_10716_0_1	3063	PLDB	3.00E-54	NP_060087.3	NOTCH1 TAN1 hN1	notch 1	Homo sapiens
dd_Smed_v6_10730_0_1	3101	PLDB	1.00E-59	NP_734465.2	UNC5B UNC5H2 p53RDL1	unc-5 homolog B (C. elegans)	Homo sapiens
dd_Smed_v6_10731_0_1	1406	PLDB	4.00E-118	NP_001735.1	CAMK4 CaMK IV CaMK-GR IV caMK	calcium/calmodulin-dependent protein kinase IV	Homo sapiens
dd_Smed_v6_10734_0_1	3067	PLDB	4.00E-54	XP_006716761.1	RIMS2 OBOE RAB3IP3 RIM2	regulating synaptic membrane exocytosis 2	Homo sapiens
dd_Smed_v6_1075_0_1	776	PLDB	7.00E-83	NP_003339.1	UBE2N HEL-S-71 UBC13 UbcH-ben UbcH13	ubiquitin-conjugating enzyme E2N	Homo sapiens
dd_Smed_v6_10778_0_1	993	PLDB	8.00E-80	NP_060064.2	DIRAS2 Di-Ras2	DIRAS family GTPase 2	Homo sapiens
dd_Smed_v6_10784_0_1	773	PLDB	4.00E-58	NP_001263265.1	EIF4E2 4E-LP 4EHP EIF4EL3 IF4e	eukaryotic translation initiation factor 4E family member 2	Homo sapiens
dd_Smed_v6_10794_0_1	1858	PLDB	3.00E-69	XP_006724550.1	GLRA2 GLR	glycine receptor alpha 2	Homo sapiens
dd_Smed_v6_10812_0_1	904	PLDB	1.00E-69	XP_006713842.1	ARL6 BBS3 RP55	ADP-ribosylation factor-like 6	Homo sapiens
dd_Smed_v6_10816_0_1	1625	PLDB	1.00E-107	NP_001252.1	CDK9 C-2k CDC2L4 CTK1 PITALRE TAK	cyclin-dependent kinase 9	Homo sapiens
dd_Smed_v6_1081_0_1	1675	PLDB	7.00E-56	NP_473367.2	CNOT7 CAF1 Caf1a hCAF-1	"CCR4-NOT transcription complex, subunit 7"	Homo sapiens
dd_Smed_v6_10828_0_1	4306	PLDB	2.00E-35	XP_006717552.1	ARHGAP21 ARHGAP10	Rho GTPase activating protein 21	Homo sapiens
dd_Smed_v6_1082_0_1	1467	PLDB	4.00E-33	NP_001158229.1	NOS1AP 6330408P19Rik CAPON	nitric oxide synthase 1 adaptor protein	Homo sapiens
dd_Smed_v6_10832_0_1	2254	PLDB	0	NP_002561.1	PCSK6 PACE4 SPC4	proprotein convertase subtilisin/kexin type 6	Homo sapiens
dd_Smed_v6_10848_0_1	1812	PLDB	1.00E-110	NP_001014834.1	PAK4	p21 (RAC1) activated kinase 4	Homo sapiens
dd_Smed_v6_10849_0_1	1694	PLDB	0	NP_003350.1	UGDH GDH UDP-GlcDH UDPGDH UGD	UDP-glucose 6-dehydrogenase	Homo sapiens
dd_Smed_v6_10869_0_1	1362	PLDB	2.00E-135	NP_037534.3	FADS1 D5D FADS6 FADSD5 LLCDL1 TU12	fatty acid desaturase 1	Homo sapiens
dd_Smed_v6_1086_0_1	584	PLDB	1.00E-17	NP_001225.1	CAV3 LGMD1C LQT9 VIP-21 VIP21	caveolin 3	Homo sapiens
dd_Smed_v6_10883_0_1	1775	PLDB	5.00E-34	XP_005246951.1	CASP8 ALPS2B CAP4 Casp-8 FLICE MACH MCH5	caspase 8	Homo sapiens
dd_Smed_v6_10903_0_1	1743	PLDB	5.00E-41	NP_003051.1	SLC22A5 CDSP OCTN2 OCTN2VT	"solute carrier family 22 (organic cation/carnitine transporter), member 5"	Homo sapiens
dd_Smed_v6_10905_0_1	918	PLDB	1.00E-28	NP_060366.1	GID8 C20orf11 TWA1	GID complex subunit 8 homolog	Homo sapiens
dd_Smed_v6_10921_0_1	1888	PLDB	4.00E-37	NP_003027.1	SKI SGS SKV	SKI proto-oncogene	Homo sapiens
dd_Smed_v6_10933_0_1	1166	PLDB	3.00E-46	NP_002745.1	MAPK13 MAPK 13 MAPK-13 PRKM13 SAPK4 p38delta	mitogen-activated protein kinase 13	Homo sapiens
dd_Smed_v6_1095_0_1	1301	PLDB	3.00E-27	NP_002120.1	HMGB2 HMG2	high mobility group box 2	Homo sapiens
dd_Smed_v6_10962_0_1	8267	PLDB	5.00E-73	NP_001265354.1	PKD1L2 PC1L2	polycystic kidney disease 1-like 2	Homo sapiens
dd_Smed_v6_10965_0_1	3466	PLDB	6.00E-39	XP_006723651.1	KIF16B C20orf23 KISC20ORF SNX23	kinesin family member 16B	Homo sapiens
dd_Smed_v6_10966_0_1	2455	PLDB	0	NP_003574.1	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	Homo sapiens
dd_Smed_v6_10968_0_1	1657	PLDB	6.00E-90	NP_002551.2	P2RX4 P2X4 P2X4R	purinergic receptor P2X 4	Homo sapiens
dd_Smed_v6_10987_0_1	4435	PLDB	0	NP_079408.3	WDR19 ATD5 CED4 DYF-2 IFT144 NPHP13 ORF26 Oseg6 PWDMP SRTD5	WD repeat domain 19	Homo sapiens
dd_Smed_v6_11004_0_1	3017	PLDB	6.00E-92	NP_068775.1	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	glutamate ionotropic receptor kainate type subunit 2	Homo sapiens
dd_Smed_v6_11023_0_1	2494	PLDB	9.00E-130	NP_001274065.1	CDK14 PFTAIRE1 PFTK1	cyclin-dependent kinase 14	Homo sapiens
dd_Smed_v6_11024_0_1	3081	PLDB	3.00E-80	NP_075252.2	FGFR4 CD334 JTK2 TKF	fibroblast growth factor receptor 4	Homo sapiens
dd_Smed_v6_11067_0_1	4513	PLDB	0	NP_056505.2	STK36 FU	serine/threonine kinase 36	Homo sapiens
dd_Smed_v6_11070_0_1	1469	PLDB	1.00E-21	NP_003004.1	SFRP2 FRP-2 SARP1 SDF-5	secreted frizzled related protein 2	Homo sapiens
dd_Smed_v6_11071_0_1	776	PLDB	4.00E-60	NP_004152.1	RAB1A RAB1 YPT1	"RAB1A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_11092_0_1	3723	PLDB	5.00E-177	NP_001137303.1	GRM5 GPRC1E MGLUR5 PPP1R86 mGlu5	glutamate metabotropic receptor 5	Homo sapiens
dd_Smed_v6_11100_0_1	1104	PLDB	7.00E-16	NP_066961.2	TRAF2 MGC:45012 TRAP TRAP3	TNF receptor associated factor 2	Homo sapiens
dd_Smed_v6_1110_0_1	1951	PLDB	4.00E-36	XP_006711587.1	TRAF5 MGC:39780 RNF84	TNF receptor-associated factor 5	Homo sapiens
dd_Smed_v6_11121_0_1	2983	PLDB	5.00E-48	XP_005271309.1	SYDE2	"synapse defective 1, Rho GTPase, homolog 2 (C. elegans)"	Homo sapiens
dd_Smed_v6_11132_0_1	881	PLDB	4.00E-11	XP_005247595.1	PLSCR1 MMTRA1B	phospholipid scramblase 1	Homo sapiens
dd_Smed_v6_1113_0_1	1099	PLDB	3.00E-130	NP_002856.1	RAB2A LHX RAB2	"RAB2A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_11145_0_1	2885	PLDB	4.00E-132	XP_005257875.1	RECQL5 RECQ5	RecQ protein-like 5	Homo sapiens
dd_Smed_v6_11148_0_1	2810	PLDB	3.00E-103	NP_056006.1	SIK2 LOH11CR1I QIK SNF1LK2	salt-inducible kinase 2	Homo sapiens
dd_Smed_v6_11189_0_1	5019	PLDB	0	NP_001073991.2	CC2D2A JBTS9 MKS6	coiled-coil and C2 domain containing 2A	Homo sapiens
dd_Smed_v6_11198_0_1	1278	PLDB	1.00E-32	NP_006159.2	NKX6-1 NKX6.1 NKX6A	NK6 homeobox 1	Homo sapiens
dd_Smed_v6_11225_0_1	1367	PLDB	5.00E-09	NP_001167446.1	TCTN1 JBTS13 TECT1	tectonic family member 1	Homo sapiens
dd_Smed_v6_1122_0_1	7261	PLDB	0	NP_003119.2	SPTBN1 ELF HEL102 SPTB2 betaSpII	"spectrin beta, non-erythrocytic 1"	Homo sapiens
dd_Smed_v6_11236_0_1	2031	PLDB	9.00E-49	NP_000515.2	HTR1A 5-HT-1A 5-HT1A 5HT1a ADRB2RL1 ADRBRL1 G-21 PFMCD	5-hydroxytryptamine receptor 1A	Homo sapiens
dd_Smed_v6_11265_0_1	1381	PLDB	3.00E-112	NP_001777.1	CDK1 CDC2 CDC28A P34CDC2	cyclin-dependent kinase 1	Homo sapiens
dd_Smed_v6_11266_0_1	2775	PLDB	2.00E-17	NP_055628.1	LRIG2 LIG-2 LIG2 UFS2	leucine-rich repeats and immunoglobulin like domains 2	Homo sapiens
dd_Smed_v6_1126_0_1	557	PLDB	8.00E-41	NP_570967.1	DYNLRB2 DNCL2B DNLC2B ROBLD2	dynein light chain roadblock-type 2	Homo sapiens
dd_Smed_v6_11280_0_1	2134	PLDB	8.00E-23	XP_005271759.1	KIRREL3 KIRRE MRD4 NEPH2 PRO4502	kin of IRRE like 3 (Drosophila)	Homo sapiens
dd_Smed_v6_11285_0_1	2516	PLDB	2.00E-12	NP_068742.2	FGFRL1 FGFR5 FHFR	fibroblast growth factor receptor-like 1	Homo sapiens
dd_Smed_v6_11310_0_1	4798	PLDB	1.00E-92	NP_005226.1	ERBB4 ALS19 HER4 p180erbB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	Homo sapiens
dd_Smed_v6_11342_0_1	1643	PLDB	1.00E-74	XP_006724550.1	GLRA2 GLR	glycine receptor alpha 2	Homo sapiens
dd_Smed_v6_11351_0_1	2408	PLDB	2.00E-23	NP_005303.2	RAPGEF1 C3G GRF2	Rap guanine nucleotide exchange factor (GEF) 1	Homo sapiens
dd_Smed_v6_11354_0_1	1735	PLDB	2.00E-07	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_11357_0_1	787	PLDB	1.00E-46	NP_008839.2	RAC1 Rac-1 TC-25 p21-Rac1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	Homo sapiens
dd_Smed_v6_11367_0_2	971	PLDB	1.00E-11	NP_006438.1	USP16 UBP-M UBPM	ubiquitin specific peptidase 16	Homo sapiens
dd_Smed_v6_1136_0_1	597	PLDB	5.00E-60	NP_055063.1	RBX1 BA554C12.1 RNF75 ROC1	ring-box 1	Homo sapiens
dd_Smed_v6_11370_0_1	1547	PLDB	6.00E-125	NP_149017.2	BBS4	Bardet-Biedl syndrome 4	Homo sapiens
dd_Smed_v6_11372_0_1	1818	PLDB	8.00E-154	NP_001275504.1	EYA1 BOP BOR BOS1 OFC1	EYA transcriptional coactivator and phosphatase 1	Homo sapiens
dd_Smed_v6_1137_0_11	1842	PLDB	2.00E-41	NP_001035814.1	CYLD BRSS CDMT CYLD1 CYLDI EAC MFT MFT1 SBS TEM USPL2	cylindromatosis (turban tumor syndrome)	Homo sapiens
dd_Smed_v6_1137_0_2	3273	PLDB	6.00E-37	NP_001035814.1	CYLD BRSS CDMT CYLD1 CYLDI EAC MFT MFT1 SBS TEM USPL2	cylindromatosis (turban tumor syndrome)	Homo sapiens
dd_Smed_v6_1137_0_3	3203	PLDB	3.00E-40	XP_006721215.1	CYLD BRSS CDMT CYLD1 CYLDI EAC MFT MFT1 SBS TEM USPL2	cylindromatosis (turban tumor syndrome)	Homo sapiens
dd_Smed_v6_1137_0_4	3183	PLDB	3.00E-40	XP_006721215.1	CYLD BRSS CDMT CYLD1 CYLDI EAC MFT MFT1 SBS TEM USPL2	cylindromatosis (turban tumor syndrome)	Homo sapiens
dd_Smed_v6_11394_0_1	7012	PLDB	0	NP_006368.3	UNC13B MUNC13 UNC13 Unc13h2	unc-13 homolog B (C. elegans)	Homo sapiens
dd_Smed_v6_1140_0_1	14199	PLDB	0	NP_001367.2	DYNC1H1 DHC1 DHC1a DNCH1 DNCL DNECL DYHC Dnchc1 HL-3 SMALED1 p22	"dynein, cytoplasmic 1, heavy chain 1"	Homo sapiens
dd_Smed_v6_11425_0_1	4345	PLDB	2.00E-164	XP_005255926.1	RPGRIP1L CORS3 FTM JBTS7 MKS5 NPHP8 PPP1R134	RPGRIP1-like	Homo sapiens
dd_Smed_v6_11434_0_1	2732	PLDB	0	NP_000242.1	MSH2 COCA1 FCC1 HNPCC HNPCC1 LCFS2	mutS homolog 2	Homo sapiens
dd_Smed_v6_11521_0_1	2532	PLDB	1.00E-34	NP_071758.1	LHX5	LIM homeobox 5	Homo sapiens
dd_Smed_v6_11544_0_1	2746	PLDB	9.00E-61	NP_570711.1	MEN1 MEAI SCG2	menin 1	Homo sapiens
dd_Smed_v6_11561_0_1	1949	PLDB	0	NP_002028.1	FYN SLK SYN p59-FYN	"FYN proto-oncogene, Src family tyrosine kinase"	Homo sapiens
dd_Smed_v6_11562_0_1	984	PLDB	8.00E-08	NP_001186356.1	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	TNF receptor associated factor 3	Homo sapiens
dd_Smed_v6_11576_0_1	1912	PLDB	2.00E-20	NP_001006618.1	MAPKAP1 JC310 MIP1 SIN1 SIN1b SIN1g	mitogen-activated protein kinase associated protein 1	Homo sapiens
dd_Smed_v6_11580_0_1	1269	PLDB	1.00E-29	NP_004281.1	RNF14 ARA54 HFB30 TRIAD2	ring finger protein 14	Homo sapiens
dd_Smed_v6_11598_0_1	1437	PLDB	6.00E-132	NP_001139628.1	GSK3B	glycogen synthase kinase 3 beta	Homo sapiens
dd_Smed_v6_11629_0_1	643	PLDB	2.00E-20	NP_079187.3	WLS C1orf139 EVI GPR177 MRP mig-14	wntless Wnt ligand secretion mediator	Homo sapiens
dd_Smed_v6_11633_0_1	3484	PLDB	2.00E-89	NP_002578.2	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_11635_0_1	1180	PLDB	1.00E-19	NP_057647.1	RASL12 RIS	"RAS-like, family 12"	Homo sapiens
